GroupID,Phonetic,Pair,Char_From,Char_To,Radical_From,Radical_To,Direction,Distance,Angle,dx,dy,Shift_Level
41.0,乍,怍(心部) → 作(人部),怍,作,心部,人部,心部 → 人部,0.2414161431120206,25.602059829149937,0.21771318,0.104320302,微弱变动
21.0,單,憚(心部) → 僤(人部),憚,僤,心部,人部,心部 → 人部,0.27314190699417124,177.78997613969213,-0.27293873999999996,0.010533069999999999,微弱变动
51.0,台,怡(心部) → 佁(人部),怡,佁,心部,人部,心部 → 人部,0.289923132603242,-55.74986149444009,0.163170747,-0.239647095,微弱变动
26.0,敬,憼(心部) → 儆(人部),憼,儆,心部,人部,心部 → 人部,0.2909966202656006,-19.769182279701948,0.273846103,-0.09842431039999999,微弱变动
15.0,圭,恚(心部) → 佳(人部),恚,佳,心部,人部,心部 → 人部,0.29195598665834316,-165.68324190314033,-0.28288884,-0.07219558400000001,微弱变动
43.0,僉,憸(心部) → 儉(人部),憸,儉,心部,人部,心部 → 人部,0.2934566864116584,117.47681948621937,-0.13539789600000002,0.26035406,微弱变动
31.0,全,恮(心部) → 佺(人部),恮,佺,心部,人部,心部 → 人部,0.3212281247953228,-100.1399996275414,-0.056553492999999996,-0.316210706,微弱变动
24.0,閒,憪(心部) → 僩(人部),憪,僩,心部,人部,心部 → 人部,0.3256455712696144,-80.89017532468579,0.051558610000000005,-0.321538097,微弱变动
16.0,亥,㤥(心部) → 侅(人部),㤥,侅,心部,人部,心部 → 人部,0.32900204861267635,-112.74755855999418,-0.12721577,-0.30341143000000004,微弱变动
2.0,刃,忍(心部) → 仞(人部),忍,仞,心部,人部,心部 → 人部,0.33138038182384866,-58.00908407430063,0.17556029,-0.28105434,微弱变动
22.0,參,慘(心部) → 傪(人部),慘,傪,心部,人部,心部 → 人部,0.3318248551291983,-157.19619829854878,-0.30588857399999997,-0.1286076,微弱变动
5.0,夋,悛(心部) → 俊(人部),悛,俊,心部,人部,心部 → 人部,0.339387761885857,-93.29105689729991,-0.019483639999999997,-0.33882804,微弱变动
19.0,貴,憒(心部) → 僓(人部),憒,僓,心部,人部,心部 → 人部,0.3409171958849254,-156.1713780859271,-0.31185672,-0.137731335,微弱变动
3.0,交,恔(心部) → 佼(人部),恔,佼,心部,人部,心部 → 人部,0.3482399669294237,58.812547259204955,0.180332473,0.29791152,微弱变动
25.0,卓,悼(心部) → 倬(人部),悼,倬,心部,人部,心部 → 人部,0.3913710574138279,-153.34877501898765,-0.349789277,-0.175552745,微弱变动
10.0,中,忡(心部) → 仲(人部),忡,仲,心部,人部,心部 → 人部,0.426608719800794,174.62532634500607,-0.42473312,0.039959687,微弱变动
35.0,則,惻(心部) → 側(人部),惻,側,心部,人部,心部 → 人部,0.4467384649930095,-149.51278674488097,-0.38497348,-0.226651,微弱变动
20.0,同,恫(心部) → 侗(人部),恫,侗,心部,人部,心部 → 人部,0.4893626447279981,-137.8374444891757,-0.362736844,-0.328477975,微弱变动
112.0,皆,諧(言部) → 偕(人部),諧,偕,言部,人部,言部 → 人部,0.0,0.0,0.0,0.0,微弱变动
122.0,朁,譖(言部) → 僭(人部),譖,僭,言部,人部,言部 → 人部,0.0,0.0,0.0,0.0,微弱变动
68.0,方,訪(言部) → 仿(人部),訪,仿,言部,人部,言部 → 人部,0.017889104936747273,27.019219601897365,0.01593658399999999,0.008126830000000002,微弱变动
62.0,寸,討(言部) → 付(人部),討,付,言部,人部,言部 → 人部,0.020682713735691187,-156.21060210783733,-0.018925392999999992,-0.008342910000000009,微弱变动
130.0,敬,警(言部) → 儆(人部),警,儆,言部,人部,言部 → 人部,0.03243463706680875,169.18012201691948,-0.03185802,0.0060886979999999966,微弱变动
101.0,卒,誶(言部) → 倅(人部),誶,倅,言部,人部,言部 → 人部,0.042446907684853805,-24.400428956099347,0.038655574000000005,-0.017535294999999992,微弱变动
108.0,卒,誶(言部) → 倅(人部),誶,倅,言部,人部,言部 → 人部,0.042446907684853805,-24.400428956099347,0.038655574000000005,-0.017535294999999992,微弱变动
107.0,戔,諓(言部) → 俴(人部),諓,俴,言部,人部,言部 → 人部,0.042541915383228296,-77.3129766410526,0.009343279,-0.0415032252,微弱变动
127.0,幾,譏(言部) → 僟(人部),譏,僟,言部,人部,言部 → 人部,0.052524526246112535,-66.94541106563261,0.020569023,-0.048329506,微弱变动
76.0,氐,詆(言部) → 低(人部),詆,低,言部,人部,言部 → 人部,0.053252765244961656,118.16054403297323,-0.025132309999999998,0.046949164,微弱变动
81.0,圭,詿(言部) → 佳(人部),詿,佳,言部,人部,言部 → 人部,0.05964165034087897,176.49049818465588,-0.05952980200000001,0.0036509079999999944,微弱变动
98.0,我,誐(言部) → 俄(人部),誐,俄,言部,人部,言部 → 人部,0.060060837063337286,-115.49050483925973,-0.0258478727,-0.054214312,微弱变动
82.0,式,試(言部) → 侙(人部),試,侙,言部,人部,言部 → 人部,0.06061688864877611,-0.5850639412654962,0.0606137284,-0.0006189659999999986,微弱变动
84.0,吉,詰(言部) → 佶(人部),詰,佶,言部,人部,言部 → 人部,0.06446770739019356,-98.84296737011282,-0.009910420000000003,-0.063701404,微弱变动
131.0,辟,譬(言部) → 僻(人部),譬,僻,言部,人部,言部 → 人部,0.0659077183424173,-23.563444668081427,0.060412199,-0.026347553000000003,微弱变动
83.0,寺,詩(言部) → 侍(人部),詩,侍,言部,人部,言部 → 人部,0.06840145993794472,110.96322607586832,-0.024471899999999998,0.063873984,微弱变动
129.0,僉,譣(言部) → 儉(人部),譣,儉,言部,人部,言部 → 人部,0.07039222840504239,-27.306234114129502,0.062548234,-0.03229217000000001,微弱变动
55.0,十,計(言部) → 什(人部),計,什,言部,人部,言部 → 人部,0.07096756735918387,-9.164708141311694,0.070061635,-0.011303226000000006,微弱变动
89.0,多,誃(言部) → 侈(人部),誃,侈,言部,人部,言部 → 人部,0.07561294018600719,-90.63980139250609,-0.0008443250000000069,-0.075608226,微弱变动
135.0,畾,讄(言部) → 儡(人部),讄,儡,言部,人部,言部 → 人部,0.08272625237772671,-41.01752960781576,0.0624176874,-0.054292403999999996,微弱变动
128.0,睘,譞(言部) → 儇(人部),譞,儇,言部,人部,言部 → 人部,0.08660801115786668,114.22408217567451,-0.035535818999999996,0.07898198,微弱变动
94.0,吳,誤(言部) → 俁(人部),誤,俁,言部,人部,言部 → 人部,0.09259760148153572,-146.80706397327208,-0.077488619,-0.050693487999999995,微弱变动
79.0,合,詥(言部) → 佮(人部),詥,佮,言部,人部,言部 → 人部,0.09687561268515789,149.87625490674225,-0.083791932,0.04861889,微弱变动
99.0,兒,誽(言部) → 倪(人部),誽,倪,言部,人部,言部 → 人部,0.09837203164891893,121.3742776355476,-0.05121507535,0.08398852700000001,微弱变动
71.0,只,識(言部) → 伿(人部),識,伿,言部,人部,言部 → 人部,0.09879362671550318,-32.449797368336675,0.083368178,-0.05300875,微弱变动
85.0,旬,詢(言部) → 侚(人部),詢,侚,言部,人部,言部 → 人部,0.09934502844557885,24.477272655037574,0.090416463,0.04116185000000001,微弱变动
78.0,乍,詐(言部) → 作(人部),詐,作,言部,人部,言部 → 人部,0.10002590913387999,168.91227132799784,-0.09815881300000001,0.019236162,微弱变动
91.0,兆,誂(言部) → 佻(人部),誂,佻,言部,人部,言部 → 人部,0.10432549472301399,128.4636261929342,-0.064892302,0.081687196,微弱变动
60.0,義,議(言部) → 儀(人部),議,儀,言部,人部,言部 → 人部,0.10834187552330864,-14.24042468869313,0.10501275000000002,-0.026651159999999993,微弱变动
132.0,義,議(言部) → 儀(人部),議,儀,言部,人部,言部 → 人部,0.10834187552330864,-14.24042468869313,0.10501275000000002,-0.026651159999999993,微弱变动
113.0,兼,謙(言部) → 傔(人部),謙,傔,言部,人部,言部 → 人部,0.11518907388207271,-162.33980574746883,-0.10976049800000001,-0.03494504,微弱变动
96.0,甫,誧(言部) → 俌(人部),誧,俌,言部,人部,言部 → 人部,0.1161702463389072,88.56332987817017,0.0029126199999999908,0.11613372799999999,微弱变动
124.0,閒,譋(言部) → 僩(人部),譋,僩,言部,人部,言部 → 人部,0.11663085230878098,-53.08153063974629,0.070057584,-0.093245325,微弱变动
97.0,言,誩(言部) → 信(人部),誩,信,言部,人部,言部 → 人部,0.11712265014440375,39.250474518825264,0.09069830499999999,0.07410487599999999,微弱变动
86.0,舌,話(言部) → 佸(人部),話,佸,言部,人部,言部 → 人部,0.1195413602796507,155.11439261250007,-0.108441915,0.050303955000000004,微弱变动
109.0,扁,諞(言部) → 偏(人部),諞,偏,言部,人部,言部 → 人部,0.12319636644451654,153.74640094913286,-0.11048804,0.0544953,微弱变动
136.0,賣,讀(言部) → 儥(人部),讀,儥,言部,人部,言部 → 人部,0.1271563397153045,47.03349802431259,0.08666603,0.09304694499999999,微弱变动
64.0,山,訕(言部) → 仚(人部),訕,仚,言部,人部,言部 → 人部,0.12717168080379326,-78.70660009067412,0.024904435,-0.124709284,微弱变动
106.0,侖,論(言部) → 倫(人部),論,倫,言部,人部,言部 → 人部,0.13118296988639727,-73.61831749816615,0.036998156000000004,-0.125857491,微弱变动
69.0,尤,訧(言部) → 優(人部),訧,優,言部,人部,言部 → 人部,0.13357500563064373,-133.6812444016898,-0.092253005,-0.0966005445,微弱变动
103.0,昔,諎(言部) → 借(人部),諎,借,言部,人部,言部 → 人部,0.13858266657837992,107.40352418433369,-0.0414500043,0.13223862,微弱变动
67.0,公,訟(言部) → 伀(人部),訟,伀,言部,人部,言部 → 人部,0.1408715410151179,-66.98643191789935,0.0550736022,-0.129659899,微弱变动
74.0,台,詒(言部) → 佁(人部),詒,佁,言部,人部,言部 → 人部,0.14354645358011034,-97.61288650226477,-0.019016936999999998,-0.142281202,微弱变动
75.0,失,詄(言部) → 佚(人部),詄,佚,言部,人部,言部 → 人部,0.14510796666488743,-71.80744273822108,0.045304378000000006,-0.137854399,微弱变动
121.0,翏,謬(言部) → 僇(人部),謬,僇,言部,人部,言部 → 人部,0.14795803724515205,-140.30320222797747,-0.11384412999999999,-0.09450447000000001,微弱变动
115.0,旁,謗(言部) → 傍(人部),謗,傍,言部,人部,言部 → 人部,0.1553729237105774,-174.8013400553526,-0.1547338,-0.014078229999999997,微弱变动
123.0,喜,譆(言部) → 僖(人部),譆,僖,言部,人部,言部 → 人部,0.15638536555653568,-143.0336568673317,-0.12495017,-0.09404167999999999,微弱变动
80.0,先,詵(言部) → 侁(人部),詵,侁,言部,人部,言部 → 人部,0.15672740386712058,-99.13261101936348,-0.024875781,-0.154740669,微弱变动
57.0,乃,䚮(言部) → 仍(人部),䚮,仍,言部,人部,言部 → 人部,0.1687628940556511,131.13728701135167,-0.1110232876,0.12710131400000002,微弱变动
88.0,亥,該(言部) → 侅(人部),該,侅,言部,人部,言部 → 人部,0.1768853446213677,-94.85055955345753,-0.014956919999999999,-0.176251853,微弱变动
87.0,全,詮(言部) → 佺(人部),詮,佺,言部,人部,言部 → 人部,0.17724327902943746,-141.10525486648683,-0.137948575,-0.11128958,微弱变动
125.0,爲,譌(言部) → 僞(人部),譌,僞,言部,人部,言部 → 人部,0.17904090972686507,-1.221957643884402,0.179000193,-0.0038181490000000016,微弱变动
126.0,堯,譊(言部) → 僥(人部),譊,僥,言部,人部,言部 → 人部,0.1832697136783255,-59.44597324216148,0.09316527,-0.15782275,微弱变动
102.0,委,諉(言部) → 倭(人部),諉,倭,言部,人部,言部 → 人部,0.1874854599376406,-7.988286206329824,0.18566619499999998,-0.026054974999999994,微弱变动
72.0,可,訶(言部) → 何(人部),訶,何,言部,人部,言部 → 人部,0.18930004207962667,169.5022750266501,-0.186131565,0.034489802,微弱变动
104.0,青,請(言部) → 倩(人部),請,倩,言部,人部,言部 → 人部,0.1953539327138406,-79.0153804573181,0.03722380905,-0.19177473,微弱变动
95.0,甬,誦(言部) → 俑(人部),誦,俑,言部,人部,言部 → 人部,0.1962524388384646,56.481981068651386,0.108370441,0.16361805299999999,微弱变动
63.0,它,詑(言部) → 佗(人部),詑,佗,言部,人部,言部 → 人部,0.20594673958438436,129.14539930952077,-0.130012225,0.15972126,微弱变动
138.0,黨,讜(言部) → 儻(人部),讜,儻,言部,人部,言部 → 人部,0.21101802545337328,-87.90382369067555,0.007718410000000002,-0.21087682,微弱变动
77.0,召,詔(言部) → 佋(人部),詔,佋,言部,人部,言部 → 人部,0.23189728885721972,-75.45225971632648,0.058249492,-0.224462356,微弱变动
120.0,堇,謹(言部) → 僅(人部),謹,僅,言部,人部,言部 → 人部,0.259106207017139,-0.7453697356416704,0.259084282,-0.0033706580000000055,微弱变动
117.0,參,謲(言部) → 傪(人部),謲,傪,言部,人部,言部 → 人部,0.2602180258342523,-150.25542075644017,-0.22593319699999997,-0.129103104,微弱变动
111.0,思,諰(言部) → 偲(人部),諰,偲,言部,人部,言部 → 人部,0.2603555689167098,-148.03398454264178,-0.22087584,-0.137836445,微弱变动
65.0,乞,訖(言部) → 仡(人部),訖,仡,言部,人部,言部 → 人部,0.2690624926457665,-77.31829451660653,0.05906855506,-0.26249863,微弱变动
105.0,京,諒(言部) → 倞(人部),諒,倞,言部,人部,言部 → 人部,0.2737352392545838,-148.46491833190407,-0.233310042,-0.14316915,微弱变动
66.0,區,謳(言部) → 傴(人部),謳,傴,言部,人部,言部 → 人部,0.27890076490748866,-160.12831902994662,-0.262293967,-0.09480248699999999,微弱变动
118.0,區,謳(言部) → 傴(人部),謳,傴,言部,人部,言部 → 人部,0.27890076490748866,-160.12831902994662,-0.262293967,-0.09480248699999999,微弱变动
70.0,韋,諱(言部) → 偉(人部),諱,偉,言部,人部,言部 → 人部,0.28048912440979773,-142.99600517663185,-0.223996805,-0.168818187,微弱变动
110.0,韋,諱(言部) → 偉(人部),諱,偉,言部,人部,言部 → 人部,0.28048912440979773,-142.99600517663185,-0.223996805,-0.168818187,微弱变动
90.0,同,詷(言部) → 侗(人部),詷,侗,言部,人部,言部 → 人部,0.28215079877895094,-89.61684856823528,0.001886800000000008,-0.28214448999999997,微弱变动
134.0,疑,譺(言部) → 儗(人部),譺,儗,言部,人部,言部 → 人部,0.2836409282409873,8.679884179122057,0.2803923693,0.0428053199,微弱变动
116.0,婁,謱(言部) → 僂(人部),謱,僂,言部,人部,言部 → 人部,0.2855735962641718,28.818770381510838,0.250204966,0.137658105,微弱变动
73.0,且,詛(言部) → 伹(人部),詛,伹,言部,人部,言部 → 人部,0.28691929760019474,-7.656439360027752,0.2843613489,-0.038227040000000004,微弱变动
114.0,黨,讜(言部) → 儻(人部),讜,儻,言部,人部,言部 → 人部,0.29241579387436323,-75.76650585510038,0.07189746,-0.28343915,微弱变动
93.0,每,誨(言部) → 侮(人部),誨,侮,言部,人部,言部 → 人部,0.29350204774237654,-169.25269746272855,-0.2883537806,-0.054731611,微弱变动
61.0,刃,訒(言部) → 仞(人部),訒,仞,言部,人部,言部 → 人部,0.2989379409949808,-51.25775035906193,0.187080736,-0.23316237,微弱变动
137.0,毚,讒(言部) → 儳(人部),讒,儳,言部,人部,言部 → 人部,0.30572262713759774,-1.0195577723537588,0.305674225,-0.005439937000000006,微弱变动
92.0,壽,譸(言部) → 儔(人部),譸,儔,言部,人部,言部 → 人部,0.30639124938616613,10.91898972005772,0.300844338,0.058036901999999994,微弱变动
133.0,壽,譸(言部) → 儔(人部),譸,儔,言部,人部,言部 → 人部,0.30639124938616613,10.91898972005772,0.300844338,0.058036901999999994,微弱变动
59.0,干,訐(言部) → 仠(人部),訐,仠,言部,人部,言部 → 人部,0.3099052002653653,129.69164710192612,-0.19792270506,0.23846978,微弱变动
119.0,敖,謷(言部) → 傲(人部),謷,傲,言部,人部,言部 → 人部,0.33628704093724937,-172.79279175056158,-0.333630012,-0.0421899158,微弱变动
58.0,工,訌(言部) → 仜(人部),訌,仜,言部,人部,言部 → 人部,0.3473210686205477,-10.828936973730558,0.341136145,-0.065253776,微弱变动
56.0,九,訄(言部) → 仇(人部),訄,仇,言部,人部,言部 → 人部,0.3521724358961607,-151.99678162972438,-0.310940517,-0.16535241,微弱变动
100.0,周,調(言部) → 倜(人部),調,倜,言部,人部,言部 → 人部,0.4626295644869749,-24.65113844078254,0.42046744999999996,-0.19295916,微弱变动
